image_path,source_dataset,split,latex,mhchem_candidate,normalization_status,normalization_notes,reaction_json
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\7_6.png,PEaCE_real_world_test_set,real_world_test,A l i p h a t i c \; C - O \; b o n d,\ce{Aliphatic C-O bond},expression_only,no reaction arrow detected,"{""source_latex"": ""A l i p h a t i c \\; C - O \\; b o n d"", ""plain_candidate"": ""Aliphatic C-O bond"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\7_9.png,PEaCE_real_world_test_set,real_world_test,A l i p h a t i c \; C - C \; b o n d,\ce{Aliphatic C-C bond},expression_only,no reaction arrow detected,"{""source_latex"": ""A l i p h a t i c \\; C - C \\; b o n d"", ""plain_candidate"": ""Aliphatic C-C bond"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\11_0.png,PEaCE_real_world_test_set,real_world_test,G C \; m o d e l,\ce{GC model},expression_only,no reaction arrow detected,"{""source_latex"": ""G C \\; m o d e l"", ""plain_candidate"": ""GC model"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\11_1.png,PEaCE_real_world_test_set,real_world_test,"A g i l e n t \; 7 8 9 0 B \; G C / T O F - M S \; ( A L M S C O , U K )","\ce{Agilent 7890B GC/TOF-MS (ALMSCO,UK)}",expression_only,no reaction arrow detected,"{""source_latex"": ""A g i l e n t \\; 7 8 9 0 B \\; G C / T O F - M S \\; ( A L M S C O , U K )"", ""plain_candidate"": ""Agilent 7890B GC/TOF-MS (ALMSCO,UK)"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\11_5.png,PEaCE_real_world_test_set,real_world_test,O v e n \; a n d \; G C \; s e t t i n g,\ce{Oven and GC setting},expression_only,no reaction arrow detected,"{""source_latex"": ""O v e n \\; a n d \\; G C \\; s e t t i n g"", ""plain_candidate"": ""Oven and GC setting"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\11_6.png,PEaCE_real_world_test_set,real_world_test,D e t e c t o r \; s e t t i n g \quad  V a l u e,\ce{Detector setting Value},expression_only,no reaction arrow detected,"{""source_latex"": ""D e t e c t o r \\; s e t t i n g \\quad  V a l u e"", ""plain_candidate"": ""Detector setting Value"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\12_125.png,PEaCE_real_world_test_set,real_world_test,3 - P h e n y l - 2 H - c h r o m e n e,\ce{3-Phenyl-2H-chromene},expression_only,no reaction arrow detected,"{""source_latex"": ""3 - P h e n y l - 2 H - c h r o m e n e"", ""plain_candidate"": ""3-Phenyl-2H-chromene"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\12_4.png,PEaCE_real_world_test_set,real_world_test,V i r g i n \; P E T,\ce{Virgin PET},expression_only,no reaction arrow detected,"{""source_latex"": ""V i r g i n \\; P E T"", ""plain_candidate"": ""Virgin PET"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\12_7.png,PEaCE_real_world_test_set,real_world_test,C a r b o n d i o x i d e / A c e t a l d e h y d e,\ce{Carbondioxide/Acetaldehyde},expression_only,no reaction arrow detected,"{""source_latex"": ""C a r b o n d i o x i d e / A c e t a l d e h y d e"", ""plain_candidate"": ""Carbondioxide/Acetaldehyde"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\13_18.png,PEaCE_real_world_test_set,real_world_test,V i r g i n \; P E T \; + \; T M A H,\ce{Virgin PET + TMAH},expression_only,no reaction arrow detected,"{""source_latex"": ""V i r g i n \\; P E T \\; + \\; T M A H"", ""plain_candidate"": ""Virgin PET + TMAH"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\13_8.png,PEaCE_real_world_test_set,real_world_test,V i r g i n \; P E T,\ce{Virgin PET},expression_only,no reaction arrow detected,"{""source_latex"": ""V i r g i n \\; P E T"", ""plain_candidate"": ""Virgin PET"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\14_0.png,PEaCE_real_world_test_set,real_world_test,I n p u t \quad P r o c e s s \quad M a x i m u m \quad E n t h a l p y \; o f,\ce{Input Process Maximum Enthalpy of},expression_only,no reaction arrow detected,"{""source_latex"": ""I n p u t \\quad P r o c e s s \\quad M a x i m u m \\quad E n t h a l p y \\; o f"", ""plain_candidate"": ""Input Process Maximum Enthalpy of"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\14_3.png,PEaCE_real_world_test_set,real_world_test,P r o p o r t i o n \; o f \; H y d r o g e n \; a n d,\ce{Proportion of Hydrogen and},expression_only,no reaction arrow detected,"{""source_latex"": ""P r o p o r t i o n \\; o f \\; H y d r o g e n \\; a n d"", ""plain_candidate"": ""Proportion of Hydrogen and"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\14_4.png,PEaCE_real_world_test_set,real_world_test,M a t e r i a l \; \; T e m p e r a t u r e \; \; \; B u r n i n g \quad H u m i d \; F l u e,\ce{Material Temperature Burning Humid Flue},expression_only,no reaction arrow detected,"{""source_latex"": ""M a t e r i a l \\; \\; T e m p e r a t u r e \\; \\; \\; B u r n i n g \\quad H u m i d \\; F l u e"", ""plain_candidate"": ""Material Temperature Burning Humid Flue"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\14_52.png,PEaCE_real_world_test_set,real_world_test,t h e \; C A R B \; a n d \; G R I \; m e t h o d s .,\ce{the CARB and GRI methods .},expression_only,no reaction arrow detected,"{""source_latex"": ""t h e \\; C A R B \\; a n d \\; G R I \\; m e t h o d s ."", ""plain_candidate"": ""the CARB and GRI methods ."", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\14_7.png,PEaCE_real_world_test_set,real_world_test,C a r b o n \; A t o m s \; i n \; t h e \; P y r o l y s i s,\ce{Carbon Atoms in the Pyrolysis},expression_only,no reaction arrow detected,"{""source_latex"": ""C a r b o n \\; A t o m s \\; i n \\; t h e \\; P y r o l y s i s"", ""plain_candidate"": ""Carbon Atoms in the Pyrolysis"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\18_16.png,PEaCE_real_world_test_set,real_world_test,C 1 2 H 2 4,\ce{C12H24},expression_only,no reaction arrow detected,"{""source_latex"": ""C 1 2 H 2 4"", ""plain_candidate"": ""C12H24"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\18_29.png,PEaCE_real_world_test_set,real_world_test,C 1 4 H 2 6,\ce{C14H26},expression_only,no reaction arrow detected,"{""source_latex"": ""C 1 4 H 2 6"", ""plain_candidate"": ""C14H26"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\18_33.png,PEaCE_real_world_test_set,real_world_test,C 1 4 H 2 8,\ce{C14H28},expression_only,no reaction arrow detected,"{""source_latex"": ""C 1 4 H 2 8"", ""plain_candidate"": ""C14H28"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\18_48.png,PEaCE_real_world_test_set,real_world_test,C 1 7 H 3 4,\ce{C17H34},expression_only,no reaction arrow detected,"{""source_latex"": ""C 1 7 H 3 4"", ""plain_candidate"": ""C17H34"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\18_52.png,PEaCE_real_world_test_set,real_world_test,C 1 7 H 3 6,\ce{C17H36},expression_only,no reaction arrow detected,"{""source_latex"": ""C 1 7 H 3 6"", ""plain_candidate"": ""C17H36"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\18_60.png,PEaCE_real_world_test_set,real_world_test,C 2 0 H 3 8,\ce{C20H38},expression_only,no reaction arrow detected,"{""source_latex"": ""C 2 0 H 3 8"", ""plain_candidate"": ""C20H38"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\18_64.png,PEaCE_real_world_test_set,real_world_test,C 2 0 H 4 0,\ce{C20H40},expression_only,no reaction arrow detected,"{""source_latex"": ""C 2 0 H 4 0"", ""plain_candidate"": ""C20H40"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\18_66.png,PEaCE_real_world_test_set,real_world_test,"3 - E i c o s e n e , \; ( E ) -","\ce{3-Eicosene, (E)-}",expression_only,no reaction arrow detected,"{""source_latex"": ""3 - E i c o s e n e , \\; ( E ) -"", ""plain_candidate"": ""3-Eicosene, (E)-"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\18_78.png,PEaCE_real_world_test_set,real_world_test,C 2 6 H 5 4,\ce{C26H54},expression_only,no reaction arrow detected,"{""source_latex"": ""C 2 6 H 5 4"", ""plain_candidate"": ""C26H54"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\19_16.png,PEaCE_real_world_test_set,real_world_test,N u c l e a t i o n \; G r o w t h \; M o d e l s,\ce{Nucleation Growth Models},expression_only,no reaction arrow detected,"{""source_latex"": ""N u c l e a t i o n \\; G r o w t h \\; M o d e l s"", ""plain_candidate"": ""Nucleation Growth Models"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\19_22.png,PEaCE_real_world_test_set,real_world_test,G e o m e t r i c a l \; C o n t r a c t i o n \; M o d e l,\ce{Geometrical Contraction Model},expression_only,no reaction arrow detected,"{""source_latex"": ""G e o m e t r i c a l \\; C o n t r a c t i o n \\; M o d e l"", ""plain_candidate"": ""Geometrical Contraction Model"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\19_23.png,PEaCE_real_world_test_set,real_world_test,o n e \; d i m e n s i o n \; ( R 1 ) \quad 1,\ce{one dimension (R1) 1},expression_only,no reaction arrow detected,"{""source_latex"": ""o n e \\; d i m e n s i o n \\; ( R 1 ) \\quad 1"", ""plain_candidate"": ""one dimension (R1) 1"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_normal\19_28.png,PEaCE_real_world_test_set,real_world_test,E x p e r i m e n t a l \; N u c l e a t i o n \; M o d e l s,\ce{Experimental Nucleation Models},expression_only,no reaction arrow detected,"{""source_latex"": ""E x p e r i m e n t a l \\; N u c l e a t i o n \\; M o d e l s"", ""plain_candidate"": ""Experimental Nucleation Models"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
D:\competition\date\data\raw\PEaCE\real_world_test_set\cell_chemical&special\11_3.png,PEaCE_real_world_test_set,real_world_test,D B - 5 M S \; ( A g i l e n t \; J & W \; G C \; C o l u m n ),\ce{DB-5MS (Agilent J W GC Column)},expression_only,no reaction arrow detected,"{""source_latex"": ""D B - 5 M S \\; ( A g i l e n t \\; J & W \\; G C \\; C o l u m n )"", ""plain_candidate"": ""DB-5MS (Agilent J W GC Column)"", ""arrow"": """", ""conditions"": [], ""reactants"": [], ""products"": []}"
