image_path,source_dataset,source_label,target_label,split
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00125.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00143.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,val
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00157.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,test
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00220.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00327.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00333.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00352.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00393.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,test
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00414.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00432.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00482.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00546.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00552.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00591.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00599.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00619.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00621.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00625.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739076-20230829-C00630.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739077-20230829-C00078.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739077-20230829-C00144.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739080-20230829-C00022.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,val
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739080-20230829-C00029.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739080-20230829-C00043.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739080-20230829-C00057.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,test
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739080-20230829-C00080.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739080-20230829-C00094.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,val
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739081-20230829-C00022.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,val
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739081-20230829-C00136.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,test
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739081-20230829-C00144.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739082-20230829-C00032.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739082-20230829-C00035.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739085-20230829-C00037.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739085-20230829-C00119.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739085-20230829-C00125.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739085-20230829-C00131.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739085-20230829-C00150.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739085-20230829-C00180.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739085-20230829-C00194.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739085-20230829-C00233.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739086-20230829-C00182.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739086-20230829-C00191.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739086-20230829-C00223.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739086-20230829-C00350.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,test
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739086-20230829-C00380.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,val
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739086-20230829-C00394.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739086-20230829-C00443.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739087-20230829-C00046.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739087-20230829-C00052.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739087-20230829-C00140.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739087-20230829-C00147.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739087-20230829-C00393.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739087-20230829-C00422.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739087-20230829-C00436.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739088-20230829-C00042.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739089-20230829-C00023.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739089-20230829-C00037.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739089-20230829-C00056.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739093-20230829-C00041.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739093-20230829-C00120.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739093-20230829-C00141.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739094-20230829-C00044.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739094-20230829-C00050.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739094-20230829-C00078.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739094-20230829-C00087.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739094-20230829-C00092.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739094-20230829-C00093.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739094-20230829-C00144.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739094-20230829-C00150.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739094-20230829-C00187.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739094-20230829-C00193.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739095-20230829-C00019.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739095-20230829-C00025.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,test
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739095-20230829-C00043.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,val
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739095-20230829-C00057.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,test
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739095-20230829-C00093.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739096-20230829-C00041.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739096-20230829-C00127.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739096-20230829-C00133.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00081.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00142.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00156.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00181.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00194.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00195.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00226.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00232.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00297.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00369.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00382.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00384.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00385.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00526.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00540.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00554.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00568.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00618.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00624.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,test
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C00630.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739098-20230829-C01077.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00078.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00087.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00178.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00187.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00192.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00193.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00227.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00246.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00340.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00354.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,val
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00368.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739100-20230829-C00390.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739101-20230829-C00037.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739101-20230829-C00119.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739101-20230829-C00125.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739101-20230829-C00131.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739101-20230829-C00141.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739101-20230829-C00194.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739102-20230829-C00026.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739102-20230829-C00027.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739102-20230829-C00033.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739103-20230829-C00027.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,test
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739103-20230829-C00052.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,test
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739103-20230829-C00091.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
D:\competition\date\data\raw\ChemicalImagesClassifier\dataset_for_image_classifier.zip!dataset_for_image_classifier/classified/one_molecule/US11739103-20230829-C00140.TIF,Chemical Images Classifier Dataset,one_molecule,chemical_structure_single,train
